30;40000
00;1011;0.464850;0.698922
01;1051;0.606919;0.521081
02;1777;0.406354;0.462437
03;1000;0.035007;0.082691
04;821;0.945053;0.930332
05;1292;0.820333;0.128263
06;1082;0.684961;0.004975
07;1474;0.427646;0.728451
08;1235;0.102971;0.465647
09;1218;0.914347;0.852346
10;1103;0.925070;0.536094
11;1049;0.367936;0.853525
12;1071;0.120060;0.118574
13;671;0.538577;0.772972
14;1037;0.310964;0.588757
15;1413;0.320099;0.044569
16;1760;0.091165;0.042200
17;1695;0.090391;0.466296
18;1436;0.341386;0.210701
19;1569;0.285963;0.281276
20;1366;0.073501;0.179707
21;851;0.423150;0.131159
22;2159;0.264591;0.364337
23;1934;0.217071;0.309623
24;1919;0.926912;0.523541
25;1618;0.853483;0.285298
26;1463;0.607745;0.245359
27;962;0.583703;0.448922
28;2070;0.001472;0.776527
29;1114;0.798030;0.317148
00000;0.321254;0.949608
00001;0.576151;0.617690
00002;0.748400;0.080018
00003;0.737195;0.366677
00004;0.538021;0.743391
00005;0.764899;0.494815
00006;0.207241;0.901134
00007;0.000061;0.668029
00008;0.485939;0.919367
00009;0.204198;0.362569
00010;0.569594;0.811378
00011;0.909837;0.688319
00012;0.464348;0.606026
00013;0.513750;0.828446
00014;0.200624;0.686396
00015;0.816220;0.385859
00016;0.686694;0.933080
00017;0.063912;0.650269
00018;0.998623;0.030248
00019;0.293730;0.557028
00020;0.942026;0.827923
00021;0.870728;0.600274
00022;0.864331;0.813362
00023;0.385171;0.811470
00024;0.061880;0.965559
00025;0.881548;0.646550
00026;0.855205;0.642730
00027;0.015445;0.122402
00028;0.688815;0.679170
00029;0.969595;0.572641
00030;0.028688;0.085950
00031;0.931970;0.369816
00032;0.929853;0.325510
00033;0.264523;0.771027
00034;0.792438;0.393132
00035;0.151010;0.712476
00036;0.885697;0.161021
00037;0.993283;0.386557
00038;0.526112;0.153703
00039;0.989875;0.827702
00040;0.876839;0.510237
00041;0.606126;0.299419
00042;0.009496;0.606130
00043;0.550581;0.802065
00044;0.412332;0.117081
00045;0.520907;0.237532
00046;0.309637;0.308741
00047;0.217127;0.217854
00048;0.099491;0.395368
00049;0.676038;0.511292
00050;0.463172;0.845358
00051;0.844437;0.602914
00052;0.586887;0.922764
00053;0.148508;0.663491
00054;0.075602;0.070437
00055;0.119859;0.699857
00056;0.873971;0.080977
00057;0.696934;0.617293
00058;0.961469;0.180397
00059;0.433244;0.186669
00060;0.832412;0.449184
00061;0.331799;0.407757
00062;0.270375;0.754078
00063;0.428898;0.422383
00064;0.094970;0.408362
00065;0.294671;0.429729
00066;0.422115;0.692885
00067;0.563698;0.139339
00068;0.748780;0.924021
00069;0.437680;0.275727
00070;0.664019;0.548727
00071;0.251513;0.165535
00072;0.120293;0.857573
00073;0.841555;0.303400
00074;0.483121;0.325444
00075;0.771022;0.219905
00076;0.080880;0.328545
00077;0.710688;0.861987
00078;0.761042;0.601952
00079;0.363754;0.141573
00080;0.388785;0.642472
00081;0.832121;0.345009
00082;0.319844;0.561072
00083;0.967804;0.364879
00084;0.730876;0.465315
00085;0.391990;0.884209
00086;0.520754;0.631233
00087;0.733514;0.144613
00088;0.061934;0.317851
00089;0.230969;0.973053
00090;0.199922;0.827813
00091;0.745549;0.513989
00092;0.155538;0.247803
00093;0.830980;0.329277
00094;0.242930;0.315836
00095;0.496768;0.834002
00096;0.590737;0.564180
00097;0.581817;0.767053
00098;0.185784;0.338427
00099;0.736829;0.854507
00100;0.954317;0.333362
00101;0.844225;0.227929
00102;0.910901;0.906814
00103;0.537450;0.275470
00104;0.107501;0.447992
00105;0.790921;0.730877
00106;0.010888;0.491925
00107;0.618082;0.980872
00108;0.675310;0.690065
00109;0.473613;0.800041
00110;0.745970;0.425520
00111;0.686598;0.778707
00112;0.128943;0.772574
00113;0.960981;0.866410
00114;0.202668;0.342416
00115;0.014767;0.075249
00116;0.074072;0.902399
00117;0.646451;0.568601
00118;0.278231;0.482547
00119;0.558421;0.274220
00120;0.520352;0.404380
00121;0.234257;0.807419
00122;0.469514;0.592130
00123;0.826431;0.294407
00124;0.550930;0.974878
00125;0.314532;0.104853
00126;0.070306;0.451023
00127;0.257441;0.900841
00128;0.828945;0.317099
00129;0.474179;0.038677
00130;0.512295;0.104951
00131;0.091683;0.601040
00132;0.100872;0.660680
00133;0.290414;0.136122
00134;0.986116;0.005014
00135;0.288108;0.104716
00136;0.344844;0.113102
00137;0.274205;0.125492
00138;0.659586;0.669475
00139;0.930662;0.859659
00140;0.792204;0.121681
00141;0.298530;0.556321
00142;0.157577;0.560628
00143;0.265077;0.232111
00144;0.483305;0.424770
00145;0.777620;0.208758
00146;0.230108;0.818404
00147;0.178745;0.115851
00148;0.106621;0.455959
00149;0.528608;0.563599
00150;0.912541;0.188891
00151;0.369731;0.259388
00152;0.293318;0.349071
00153;0.258837;0.611712
00154;0.198882;0.229483
00155;0.778027;0.142538
00156;0.327548;0.541080
00157;0.627423;0.953046
00158;0.161508;0.465326
00159;0.026286;0.809877
00160;0.167508;0.361811
00161;0.370092;0.898015
00162;0.930408;0.954770
00163;0.956398;0.595332
00164;0.905454;0.245328
00165;0.165802;0.790497
00166;0.816534;0.495896
00167;0.259002;0.968521
00168;0.900720;0.937627
00169;0.564095;0.261009
00170;0.533663;0.492517
00171;0.836660;0.121509
00172;0.525593;0.370401
00173;0.815078;0.614464
00174;0.704582;0.988290
00175;0.520700;0.774147
00176;0.746809;0.174983
00177;0.851820;0.961529
00178;0.884450;0.372675
00179;0.990755;0.711033
00180;0.101731;0.677216
00181;0.170705;0.907935
00182;0.104045;0.103367
00183;0.799041;0.117413
00184;0.352997;0.842106
00185;0.861694;0.997692
00186;0.234463;0.601331
00187;0.198127;0.027040
00188;0.163986;0.317825
00189;0.075818;0.975161
00190;0.601949;0.542918
00191;0.885079;0.304186
00192;0.587525;0.331665
00193;0.885395;0.172083
00194;0.807896;0.846077
00195;0.467967;0.377881
00196;0.312409;0.875183
00197;0.860630;0.085275
00198;0.217040;0.175157
